# Ferrari - Motta Ciürela, Val Bregaglia - ABAL - ITRDB CHE469
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/41281
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-41281.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che469-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/che469.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/che469.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2025-05-02
#--------------------
# File_Last_Modified_Date
#   Date: 2025-05-02
#--------------------
# Title
#   Study_Name: Ferrari - Motta Ciürela, Val Bregaglia - ABAL - ITRDB CHE469
#--------------------
# Investigators
#   Investigators: Ferrari, Michela; Nötzli, Magdalena; Bigler, Christof
#--------------------
# Description_Notes_and_Keywords
#   Description: Elevation range: 1316 - 1348 m a.s.l.
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Ferrari M. 2024. Wachstum und Verbreitung der Weisstanne im Bergell. Master’s thesis. ETH Zurich, Zurich. doi:10.3929/ethz-b-000676922
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Motta Ciürela, Val Bregaglia
#   Location: Switzerland
#   Northernmost_Latitude: 46.356338719
#   Southernmost_Latitude: 46.356338719
#   Easternmost_Longitude: 9.650096645
#   Westernmost_Longitude: 9.650096645
#   Elevation_m: 1332
#--------------------
# Data_Collection
#   Collection_Name: CHE469
#   First_Year: 1821
#   Last_Year: 2023
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MC02TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC02TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC03TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC03TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC04TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC04TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC05TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC05TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC06TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC06TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC07TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC07TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC08TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC08TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC10TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC10TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC12TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC12TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC14TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC14TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC16TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC16TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC17TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC17TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC18TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC18TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MC21TA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MC21TA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MC02TA_raw	MC03TA_raw	MC04TA_raw	MC05TA_raw	MC06TA_raw	MC07TA_raw	MC08TA_raw	MC10TA_raw	MC12TA_raw	MC14TA_raw	MC16TA_raw	MC17TA_raw	MC18TA_raw	MC21TA_raw
1962	1.42	0.26	0.65	1.23	0.76	0.72	1.39	1.04	0.43	1.02	0.98	0.79	0.44	0.67
1963	1.21	0.18	0.42	1	0.47	0.44	1.2	1.04	0.35	0.83	0.81	0.66	0.33	0.59
1964	1.71	0.2	0.63	1.2	0.68	0.69	1.31	1.16	0.43	0.93	1.06	0.87	0.38	0.7
1965	1.78	0.2	0.63	0.99	0.64	0.73	1.25	1.03	0.3	0.7	0.93	0.73	0.34	0.66
1966	1.36	0.22	0.52	0.84	0.72	0.71	1.26	1.15	0.28	0.92	0.94	0.78	0.29	0.73
1967	1.38	0.24	0.53	1.1	0.85	0.8	1.29	1.13	0.61	1.29	1.04	1.13	0.25	0.79
1968	1.37	0.26	0.52	0.98	0.84	0.88	1.09	1.19	0.32	1.35	0.87	0.77	0.2	0.73
1969	1.2	0.23	0.39	0.92	0.67	0.83	1.05	1.26	0.37	1.22	0.76	0.76	0.2	0.67
1970	0.82	0.17	0.43	0.86	0.8	0.7	0.65	1.09	0.32	0.84	0.63	0.62	0.14	0.65
1971	0.92	0.16	0.38	0.79	0.92	0.7	1.03	1.05	0.37	1.07	0.66	0.91	0.21	0.68
1972	1.15	0.2	0.34	0.85	1.11	0.72	1.64	1.29	0.25	1.11	0.69	0.88	0.16	0.5
1973	0.94	0.27	0.43	0.92	1.11	0.89	1.75	1.27	0.38	1.17	0.74	1.15	0.24	0.67
1974	0.92	0.23	0.36	0.97	0.78	0.75	1.23	1.06	0.24	1.1	0.7	0.87	0.2	0.57
1975	1.12	0.33	0.52	1.08	1.17	1.01	1.67	1.5	0.38	1.32	0.85	1.01	0.31	0.71
1976	0.92	0.25	0.41	0.94	1.01	0.65	1.26	1.08	0.23	0.82	0.75	0.69	0.26	0.63
1977	1.22	0.33	0.6	0.95	1.09	1.04	1.39	1.6	0.37	0.94	0.75	0.82	0.25	0.74
1978	1.67	0.36	0.48	0.96	1.03	0.91	1.59	1.72	0.23	1.03	0.87	0.83	0.31	0.73
1979	1.16	0.48	0.51	0.99	0.77	0.92	1.49	1.56	0.33	1.04	0.79	0.75	0.3	0.87
1980	0.98	0.28	0.36	0.68	0.59	0.74	1.39	1.73	0.19	0.71	0.54	0.56	0.16	0.54
1981	0.84	0.28	0.36	0.73	0.58	0.69	1.35	1.5	0.16	0.8	0.51	0.47	0.15	0.57
1982	0.85	0.43	0.45	0.79	0.8	0.81	1.5	1.75	0.22	1.04	0.6	0.67	0.3	0.81
1983	1.03	0.37	0.59	0.96	0.93	0.87	1.49	1.68	0.19	0.98	0.61	0.64	0.24	1.13
1984	1.19	0.35	0.42	0.65	0.6	0.66	1.19	1.27	0.2	0.73	0.57	0.46	0.25	0.88
1985	1.33	0.58	0.64	0.93	0.82	1.08	1.38	1.72	0.29	0.93	0.67	0.85	0.31	1.19
1986	0.96	0.37	0.49	0.72	0.6	0.83	1.07	1.54	0.19	1.15	0.55	0.57	0.22	0.95
1987	1.18	0.4	0.49	0.69	0.7	1.04	0.98	1.51	0.22	1.12	0.61	0.64	0.24	0.95
1988	1.17	0.36	0.41	0.72	0.57	0.87	1.03	1.82	0.16	1.23	0.59	0.53	0.22	0.82
1989	1.13	0.37	0.41	0.89	0.67	0.75	1.32	1.74	0.23	1.43	0.69	0.61	0.23	0.94
1990	0.9	0.31	0.32	0.79	0.45	0.93	1.08	1.85	0.2	1.27	0.64	0.45	0.26	0.64
1991	0.92	0.33	0.46	1.02	0.85	0.86	1.04	1.32	0.23	1.5	0.71	0.75	0.32	0.74
1992	0.83	0.27	0.35	0.83	0.67	1.13	1	1.21	0.25	1.88	0.63	0.71	0.3	0.68
1993	1.04	0.36	0.43	1.09	0.89	0.97	1.87	0.96	0.53	2.6	0.74	1.09	0.4	0.89
1994	1.01	0.52	0.41	1.04	0.92	1.05	1.97	1.12	0.75	2.29	0.81	2.17	0.61	0.95
1995	1.12	0.55	0.52	0.98	1	3.65	2.98	1.43	0.53	2.51	0.82	2.51	0.91	1.03
1996	0.84	0.39	0.44	0.77	1.07	3.61	3.53	1.41	0.35	2.83	0.89	2.21	1.1	0.77
1997	1.03	0.49	0.52	1.04	1.96	3.76	4	1.81	0.9	3.58	1.47	2.83	2.03	1.1
1998	0.81	0.43	0.48	1.41	1.61	4.26	3.93	1.6	1.13	2.68	1.62	3.24	1.63	1.21
1999	0.81	0.41	0.49	1.15	2.13	4.38	4.99	1.99	1.29	3.81	2.3	4.72	1.54	1.27
2000	0.73	0.38	0.44	1.19	1.76	3.96	4.72	1.72	0.98	3.09	3.02	4.28	1.19	0.85
2001	0.7	0.51	0.47	1.66	2.43	3.83	4.92	1.93	1.52	3.83	4.49	4.28	1.52	1.08
2002	0.73	0.51	0.48	1.7	2.4	3.43	5.34	2.09	1.55	4.23	4.83	4.78	1.79	1.11
2003	0.67	0.73	0.6	1.62	3.44	3.4	4.83	2.24	1.63	4.19	5.39	4.77	1.87	1.01
2004	0.67	1.02	0.42	1.69	3.29	2.45	3.46	1.98	1.18	4.18	5.09	5.04	1.67	0.96
2005	0.73	0.98	0.63	1.78	2.89	2.55	2.63	1.78	0.96	3.66	4.02	4.2	1.38	0.98
2006	0.62	0.94	0.67	1.29	2.46	2.44	2.02	1.6	0.71	3.5	3.82	4.22	1.32	0.86
2007	0.79	0.97	0.57	1.57	2.38	2.48	2.15	1.75	0.97	4.68	4.05	4.45	1.04	0.72
2008	0.82	1.28	0.75	1.71	2.81	3.32	2.44	2.19	1.2	5.15	5.28	3.95	1.15	0.75
2009	1.02	1.45	0.61	1.64	2.59	3.89	2.7	1.98	1.42	5.81	5.28	3.75	1.26	0.72
2010	0.78	1.4	0.65	1.58	2.14	3.7	3.36	1.84	0.93	5.15	5.59	3.03	1.14	0.83
2011	1	1.29	0.6	1.78	2.18	4.21	3.18	2.03	1.06	5.93	5.32	3.04	1.31	0.82
2012	1.02	1.35	0.58	1.78	2.28	4.37	4.02	2.19	1.63	4.58	5.51	3.12	1.27	0.98
2013	0.95	1.14	0.47	1.28	2.04	3.72	3.29	1.77	1.41	3.55	4.15	2.58	1.14	0.67
2014	0.8	0.91	0.45	1.36	2.01	3.58	3.29	1.63	1.64	2.31	4.41	1.82	1.08	0.62
2015	0.98	0.99	0.56	1.61	2.52	4.04	4.03	1.72	1.62	3.29	4.58	3.05	1.29	0.73
2016	0.91	0.77	0.52	1.18	2.33	3.48	3.95	1.7	1.56	3.71	4.34	2.66	1.03	0.8
2017	0.99	0.76	0.5	1.36	2.1	3.39	3.63	1.45	1.46	4.11	3.9	2.22	0.73	0.76
2018	1.08	0.94	0.74	1.33	1.95	3.56	3.43	1.29	1.33	4.45	3.56	2.22	0.77	1
2019	1.3	0.68	0.59	1.13	2.07	3.24	3.01	1.24	1.11	4.97	2.7	2.01	0.54	0.9
2020	1.25	0.76	0.45	1.2	2.03	3.02	3	1.44	1.48	5.56	2.9	2.18	0.8	0.94
2021	1.31	0.73	0.5	1.09	1.85	2.85	2.27	1.3	1.34	4.71	2.3	2.11	0.97	0.89
2022	1.17	0.72	0.49	1.06	2.02	3.09	2.5	1.32	1.22	4.89	2.19	2.23	0.8	1.08
2023	1.13	0.61	0.52	1.16	1.8	2.56	2.1	1.26	1.52	5.23	1.82	2.12	0.7	1.04
