"file","series","year","category","check","evidence"
"northamerica/canada/cana8bm.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 8.320 mm vs 0.780 mm for Pinus (2270 files); ratio 10.7x"
"northamerica/canada/cana8ed.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 45.080 mm vs 0.780 mm for Pinus (2270 files); ratio 57.8x"
"northamerica/canada/cana8ld.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 58.370 mm vs 0.780 mm for Pinus (2270 files); ratio 74.8x"
"northamerica/canada/cana8mnd.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 41.720 mm vs 0.780 mm for Pinus (2270 files); ratio 53.5x"
"northamerica/canada/cana8mxd.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 62.490 mm vs 0.780 mm for Pinus (2270 files); ratio 80.1x"
"northamerica/canada/cana8rd.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 49.210 mm vs 0.780 mm for Pinus (2270 files); ratio 63.1x"
"northamerica/canada/cana8rew.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 68.710 mm vs 0.780 mm for Pinus (2270 files); ratio 88.1x"
"northamerica/canada/cana8rlw.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 31.290 mm vs 0.780 mm for Pinus (2270 files); ratio 40.1x"
"northamerica/mexico/mex134.rwl","CA102C",NA,"Worth a second look","series median far from rest of file","series median 0.000 mm vs 3.385 mm for the file; ratio 0.0x"
"northamerica/mexico/mexi014.rwl","271042",1870,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1870 but the ID continues; the next block starts immediately, so the marker looks stray"
"northamerica/mexico/mexi025e.rwl","265021",NA,"Worth a second look","series median far from rest of file","series median 1.075 mm vs 0.101 mm for the file; ratio 10.7x"
"northamerica/mexico/mexi025e.rwl","265022",NA,"Worth a second look","series median far from rest of file","series median 1.159 mm vs 0.101 mm for the file; ratio 11.5x"
"northamerica/mexico/mexi025e.rwl","265031",NA,"Worth a second look","series median far from rest of file","series median 1.516 mm vs 0.101 mm for the file; ratio 15.0x"
"northamerica/mexico/mexi025e.rwl","265032",NA,"Worth a second look","series median far from rest of file","series median 1.406 mm vs 0.101 mm for the file; ratio 14.0x"
"northamerica/mexico/mexi025e.rwl","265041",NA,"Worth a second look","series median far from rest of file","series median 1.801 mm vs 0.101 mm for the file; ratio 17.9x"
"northamerica/mexico/mexi025e.rwl","265042",NA,"Worth a second look","series median far from rest of file","series median 1.386 mm vs 0.101 mm for the file; ratio 13.8x"
"northamerica/mexico/mexi025e.rwl","265051",NA,"Worth a second look","series median far from rest of file","series median 1.375 mm vs 0.101 mm for the file; ratio 13.6x"
"northamerica/mexico/mexi025e.rwl","265052",NA,"Worth a second look","series median far from rest of file","series median 1.530 mm vs 0.101 mm for the file; ratio 15.2x"
"northamerica/mexico/mexi025e.rwl","265111",NA,"Worth a second look","series median far from rest of file","series median 1.720 mm vs 0.101 mm for the file; ratio 17.1x"
"northamerica/mexico/mexi025l.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 0.048 mm vs 0.748 mm for Pseudotsuga (556 files); ratio 0.1x"
"northamerica/mexico/mexi025l.rwl","265021",NA,"Worth a second look","series median far from rest of file","series median 0.662 mm vs 0.048 mm for the file; ratio 13.9x"
"northamerica/mexico/mexi025l.rwl","265061",NA,"Worth a second look","series median far from rest of file","series median 0.599 mm vs 0.048 mm for the file; ratio 12.5x"
"northamerica/mexico/mexi025l.rwl","265062",NA,"Worth a second look","series median far from rest of file","series median 0.590 mm vs 0.048 mm for the file; ratio 12.4x"
"northamerica/mexico/mexi025l.rwl","265091",NA,"Worth a second look","series median far from rest of file","series median 0.518 mm vs 0.048 mm for the file; ratio 10.8x"
"northamerica/mexico/mexi028e.rwl","TAB43AEW",NA,"Worth a second look","series median far from rest of file","series median 0.024 mm vs 0.285 mm for the file; ratio 0.1x"
"northamerica/mexico/mexi028e.rwl","TAB43DEW",NA,"Worth a second look","series median far from rest of file","series median 0.027 mm vs 0.285 mm for the file; ratio 0.1x"
"northamerica/mexico/mexi028e.rwl","TAB78AEW",NA,"Worth a second look","series median far from rest of file","series median 0.023 mm vs 0.285 mm for the file; ratio 0.1x"
"northamerica/mexico/mexi028e.rwl","TAB80AEW",NA,"Worth a second look","series median far from rest of file","series median 0.025 mm vs 0.285 mm for the file; ratio 0.1x"
"northamerica/mexico/mexi028e.rwl","TAB80CEW",NA,"Worth a second look","series median far from rest of file","series median 0.026 mm vs 0.285 mm for the file; ratio 0.1x"
"northamerica/mexico/mexi028e.rwl","TAB90AEW",NA,"Worth a second look","series median far from rest of file","series median 0.025 mm vs 0.285 mm for the file; ratio 0.1x"
"northamerica/mexico/mexi028e.rwl","TAB90BEW",NA,"Worth a second look","series median far from rest of file","series median 0.023 mm vs 0.285 mm for the file; ratio 0.1x"
"northamerica/mexico/mexi028e.rwl","TAB90CEW",NA,"Worth a second look","series median far from rest of file","series median 0.024 mm vs 0.285 mm for the file; ratio 0.1x"
"northamerica/mexico/mexi028e.rwl","TAB96AEW",NA,"Worth a second look","series median far from rest of file","series median 0.020 mm vs 0.285 mm for the file; ratio 0.1x"
"northamerica/mexico/mexi028e.rwl","TAB96BEW",NA,"Worth a second look","series median far from rest of file","series median 0.020 mm vs 0.285 mm for the file; ratio 0.1x"
"northamerica/mexico/mexi028e.rwl","TAB96CEW",NA,"Worth a second look","series median far from rest of file","series median 0.022 mm vs 0.285 mm for the file; ratio 0.1x"
"northamerica/mexico/mexi028l.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 0.067 mm vs 0.748 mm for Pseudotsuga (556 files); ratio 0.1x"
"northamerica/mexico/mexi035l.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 0.077 mm vs 0.737 mm for Taxodium (86 files); ratio 0.1x"
"northamerica/mexico/mexi107.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","42 series end in 999 (0.01 mm) and 92 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/ak006l.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 0.100 mm vs 0.808 mm for Picea (1585 files); ratio 0.1x"
"northamerica/usa/ak009l.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 0.090 mm vs 0.808 mm for Picea (1585 files); ratio 0.1x"
"northamerica/usa/ak010l.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 0.085 mm vs 0.808 mm for Picea (1585 files); ratio 0.1x"
"northamerica/usa/ak012l.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 0.100 mm vs 0.808 mm for Picea (1585 files); ratio 0.1x"
"northamerica/usa/ak020.rwl","CV07NW",1720,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1720 but the ID continues; the next block starts immediately, so the marker looks stray"
"northamerica/usa/ak027.rwl","TP2E",1870,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1870 but the ID continues; the next block starts immediately, so the marker looks stray"
"northamerica/usa/ak027.rwl","TP36SW",1880,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1880 but the ID continues; the next block starts immediately, so the marker looks stray"
"northamerica/usa/ak027.rwl","TP4N",1880,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1880 but the ID continues; the next block starts immediately, so the marker looks stray"
"northamerica/usa/ak027.rwl","TP62E",1940,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1940 but the ID continues; the next block starts immediately, so the marker looks stray"
"northamerica/usa/ak027.rwl","TP65E",1750,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1750 but the ID continues; the next block starts immediately, so the marker looks stray"
"northamerica/usa/ak028.rwl","WC27SE",1700,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1700 but the ID continues; the next block starts immediately, so the marker looks stray"
"northamerica/usa/ak028.rwl","WC44SW",1790,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1790 but the ID continues; the next block starts immediately, so the marker looks stray"
"northamerica/usa/ak029.rwl","WS15NW",1890,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1890 but the ID continues; the next block starts immediately, so the marker looks stray"
"northamerica/usa/ak029.rwl","WS21SW",1890,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1890 but the ID continues; the next block starts immediately, so the marker looks stray"
"northamerica/usa/ak029.rwl","WS5S",1860,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1860 but the ID continues; the next block starts immediately, so the marker looks stray"
"northamerica/usa/ak045.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 0.074 mm vs 0.808 mm for Picea (1585 files); ratio 0.1x"
"northamerica/usa/ak050.rwl","BRNC01E",2000,"Worth a second look","single value out of range","52.921 mm in 2000: 10.2 robust SD from this series' median, and above the 99.9th percentile (17.100 mm) for Picea"
"northamerica/usa/ak073.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","9 series end in 999 (0.01 mm) and 9 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/ak075.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","17 series end in 999 (0.01 mm) and 17 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/ak078.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","18 series end in 999 (0.01 mm) and 2 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/ak092.rwl","BC13NW",1890,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1890 but the ID continues; the next block starts immediately, so the marker looks stray"
"northamerica/usa/ak096.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","20 series end in 999 (0.01 mm) and 786 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/ak096.rwl","CV07NW",1720,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1720 but the ID continues; the next block starts immediately, so the marker looks stray"
"northamerica/usa/ak096.rwl","EL44SW",1620,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1620 but the ID continues; the next block starts immediately, so the marker looks stray"
"northamerica/usa/ak096.rwl","WS15NW",1890,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1890 but the ID continues; the next block starts immediately, so the marker looks stray"
"northamerica/usa/ak096.rwl","WS21SW",1890,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1890 but the ID continues; the next block starts immediately, so the marker looks stray"
"northamerica/usa/ak096.rwl","WS5S",1860,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1860 but the ID continues; the next block starts immediately, so the marker looks stray"
"northamerica/usa/ak102.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","13 series end in 999 (0.01 mm) and 32 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/ak112.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","20 series end in 999 (0.01 mm) and 282 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/ak112.rwl","CV07NW",1720,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1720 but the ID continues; the next block starts immediately, so the marker looks stray"
"northamerica/usa/ak173.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 6.732 mm vs 0.808 mm for Picea (1585 files); ratio 8.3x"
"northamerica/usa/ak196.rwl","EX44NW",1810,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1810 but the ID continues; the next block starts immediately, so the marker looks stray"
"northamerica/usa/al002e.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 10.130 mm vs 0.780 mm for Pinus (2270 files); ratio 13.0x"
"northamerica/usa/al002l.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 11.040 mm vs 0.780 mm for Pinus (2270 files); ratio 14.2x"
"northamerica/usa/ar075.rwl","LPS03A",1570,"Worth a second look","single value out of range","155.203 mm in 1570: 10.9 robust SD from this series' median, and above the 99.9th percentile (24.198 mm) for Taxodium"
"northamerica/usa/az553l.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 0.100 mm vs 0.808 mm for Picea (1585 files); ratio 0.1x"
"northamerica/usa/az593.rwl","WTK08B",1933,"Worth a second look","single value out of range","38.136 mm in 1933: 8.4 robust SD from this series' median, and above the 99.9th percentile (15.056 mm) for Pseudotsuga"
"northamerica/usa/az605.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","25 series end in 999 (0.01 mm) and 20 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/az606.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","24 series end in 999 (0.01 mm) and 20 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/az606.rwl","RMU01B",1800,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1800 but the ID continues; the next block starts immediately, so the marker looks stray"
"northamerica/usa/az607.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","8 series end in 999 (0.01 mm) and 17 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/az608.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","37 series end in 999 (0.01 mm) and 23 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/az608.rwl","SMU02A",NA,"Worth a second look","series median far from rest of file","series median 8.045 mm vs 0.713 mm for the file; ratio 11.3x"
"northamerica/usa/ca613.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","39 series end in 999 (0.01 mm) and 17 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/ca673.rwl","2_17A",2002,"Worth a second look","very short series","7 year(s), 2002-2008; file median span 102; crossdates at r = 0.27 over 7 years"
"northamerica/usa/ca719.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","119 series end in 999 (0.01 mm) and 1 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/ca719.rwl","BMC50B1",NA,"Worth a second look","series median far from rest of file","series median 0.074 mm vs 0.880 mm for the file; ratio 0.1x"
"northamerica/usa/co553l.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 0.080 mm vs 0.808 mm for Picea (1585 files); ratio 0.1x"
"northamerica/usa/co574l.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 0.090 mm vs 0.808 mm for Picea (1585 files); ratio 0.1x"
"northamerica/usa/co577l.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 0.090 mm vs 0.780 mm for Pinus (2270 files); ratio 0.1x"
"northamerica/usa/co603.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","27 series end in 999 (0.01 mm) and 28 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/co610.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","31 series end in 999 (0.01 mm) and 30 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/co620.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","21 series end in 999 (0.01 mm) and 20 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/co651l.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 0.078 mm vs 0.748 mm for Pseudotsuga (556 files); ratio 0.1x"
"northamerica/usa/co652l.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 0.077 mm vs 0.748 mm for Pseudotsuga (556 files); ratio 0.1x"
"northamerica/usa/co675.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","27 series end in 999 (0.01 mm) and 19 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/co692l.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 0.054 mm vs 0.780 mm for Pinus (2270 files); ratio 0.1x"
"northamerica/usa/co693l.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 0.048 mm vs 0.780 mm for Pinus (2270 files); ratio 0.1x"
"northamerica/usa/fl007l.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 0.091 mm vs 0.737 mm for Taxodium (86 files); ratio 0.1x"
"northamerica/usa/fl015.rwl","ANFS020C",2012,"Worth a second look","very short series","6 year(s), 2012-2017; file median span 84; crossdates at r = -0.76 over 6 years"
"northamerica/usa/fl015l.rwl","ANFS020C",2012,"Worth a second look","very short series","6 year(s), 2012-2017; file median span 84; crossdates at r = -0.39 over 6 years"
"northamerica/usa/fl022e.rwl","GSMYS2b",1640,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1640 but the ID continues; the next block starts immediately, so the marker looks stray"
"northamerica/usa/ia039.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","63 series end in 999 (0.01 mm) and 16 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/ia040.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","125 series end in 999 (0.01 mm) and 14 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/ia041.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","27 series end in 999 (0.01 mm) and 9 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/ia042.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","119 series end in 999 (0.01 mm) and 11 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/ia043.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","33 series end in 999 (0.01 mm) and 18 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/ia044.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","27 series end in 999 (0.01 mm) and 17 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/ia045.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","34 series end in 999 (0.01 mm) and 20 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/ia046.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","73 series end in 999 (0.01 mm) and 28 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/id018.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","27 series end in 999 (0.01 mm) and 17 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/il017.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","3 series end in 999 (0.01 mm) and 48 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/il022.rwl","SAN03A",1904,"Worth a second look","single value out of range","20.079 mm in 1904: 9.3 robust SD from this series' median, and above the 99.9th percentile (14.465 mm) for Quercus"
"northamerica/usa/il023.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","2 series end in 999 (0.01 mm) and 35 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/il025.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","57 series end in 999 (0.01 mm) and 47 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/il025.rwl","WCC07A",NA,"Worth a second look","series median far from rest of file","series median 0.085 mm vs 1.196 mm for the file; ratio 0.1x"
"northamerica/usa/il025.rwl","WCC09A",NA,"Worth a second look","series median far from rest of file","series median 0.117 mm vs 1.196 mm for the file; ratio 0.1x"
"northamerica/usa/il025.rwl","WCC69A",NA,"Worth a second look","series median far from rest of file","series median 0.090 mm vs 1.196 mm for the file; ratio 0.1x"
"northamerica/usa/il028.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","1 series end in 999 (0.01 mm) and 12 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/in024.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","8 series end in 999 (0.01 mm) and 9 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/ky005.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","32 series end in 999 (0.01 mm) and 19 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/me038.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","773 series end in 999 (0.01 mm) and 2 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/mi021.rwl","PLK18A",NA,"Worth a second look","series median far from rest of file","series median 0.000 mm vs 0.990 mm for the file; ratio 0.0x"
"northamerica/usa/mn028.rwl","P-SEV05",1920,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1920 but the ID continues; the next block starts immediately, so the marker looks stray"
"northamerica/usa/mo053.rwl","149409",1981,"Worth a second look","single value out of range","14.500 mm in 1981: 8.4 robust SD from this series' median, and above the 99.9th percentile (14.465 mm) for Quercus"
"northamerica/usa/mo078.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","55 series end in 999 (0.01 mm) and 28 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/mt108l.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 0.090 mm vs 0.808 mm for Picea (1585 files); ratio 0.1x"
"northamerica/usa/mt123.rwl","TML203A",1691,"Worth a second look","single value out of range","61.227 mm in 1691: 12.2 robust SD from this series' median, and above the 99.9th percentile (15.056 mm) for Pseudotsuga"
"northamerica/usa/mt143.rwl","BOY31A",1796,"Worth a second look","single value out of range","36.553 mm in 1796: 8.3 robust SD from this series' median, and above the 99.9th percentile (15.056 mm) for Pseudotsuga"
"northamerica/usa/mt165.rwl","LY109A",2006,"Worth a second look","very short series","7 year(s), 2006-2012; file median span 75; crossdates at r = -0.42 over 7 years"
"northamerica/usa/mt165.rwl","LY109B",2006,"Worth a second look","very short series","7 year(s), 2006-2012; file median span 75; crossdates at r = -0.53 over 7 years"
"northamerica/usa/mt165.rwl","LY113B",2004,"Worth a second look","very short series","9 year(s), 2004-2012; file median span 75; crossdates at r = -0.31 over 9 years"
"northamerica/usa/mt165.rwl","LY128B",2005,"Worth a second look","very short series","8 year(s), 2005-2012; file median span 75; crossdates at r = -0.97 over 8 years"
"northamerica/usa/mt165.rwl","LY2A",2010,"Worth a second look","very short series","3 year(s), 2010-2012; file median span 75; crossdates at r = NA over 3 years"
"northamerica/usa/mt165.rwl","LY2B",2010,"Worth a second look","very short series","3 year(s), 2010-2012; file median span 75; crossdates at r = NA over 3 years"
"northamerica/usa/mt170.rwl","POW10B",2006,"Worth a second look","very short series","8 year(s), 2006-2013; file median span 72; crossdates at r = 0.10 over 8 years"
"northamerica/usa/mt170.rwl","POW160",2005,"Worth a second look","very short series","9 year(s), 2005-2013; file median span 72; crossdates at r = 0.14 over 9 years"
"northamerica/usa/mt170.rwl","POW161",2005,"Worth a second look","very short series","9 year(s), 2005-2013; file median span 72; crossdates at r = 0.01 over 9 years"
"northamerica/usa/mt170.rwl","POW174",2005,"Worth a second look","very short series","9 year(s), 2005-2013; file median span 72; crossdates at r = 0.30 over 9 years"
"northamerica/usa/mt170.rwl","POW25A",2010,"Worth a second look","very short series","4 year(s), 2010-2013; file median span 72; crossdates at r = NA over 4 years"
"northamerica/usa/mt170.rwl","POW25B",2010,"Worth a second look","very short series","4 year(s), 2010-2013; file median span 72; crossdates at r = NA over 4 years"
"northamerica/usa/mt170.rwl","POW45B",2007,"Worth a second look","very short series","7 year(s), 2007-2013; file median span 72; crossdates at r = -0.16 over 7 years"
"northamerica/usa/mt170.rwl","POW57A",2006,"Worth a second look","very short series","8 year(s), 2006-2013; file median span 72; crossdates at r = 0.07 over 8 years"
"northamerica/usa/mt170.rwl","POW57B",2006,"Worth a second look","very short series","8 year(s), 2006-2013; file median span 72; crossdates at r = -0.04 over 8 years"
"northamerica/usa/nc026.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","89 series end in 999 (0.01 mm) and 66 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/nc027.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","89 series end in 999 (0.01 mm) and 96 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/nd013.rwl","P083B",2003,"Worth a second look","very short series","8 year(s), 2003-2010; file median span 110; crossdates at r = -0.01 over 8 years"
"northamerica/usa/nd018.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","49 series end in 999 (0.01 mm) and 29 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/nm503l.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 0.050 mm vs 0.748 mm for Pseudotsuga (556 files); ratio 0.1x"
"northamerica/usa/nm545l.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 0.080 mm vs 0.780 mm for Pinus (2270 files); ratio 0.1x"
"northamerica/usa/nm580l.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 0.066 mm vs 0.748 mm for Pseudotsuga (556 files); ratio 0.1x"
"northamerica/usa/nm582.rwl","trp252",1900,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1900 but the ID continues; the next block starts immediately, so the marker looks stray"
"northamerica/usa/nv522l.rwl",NA,NA,"Worth a second look","file median far from genus median","file median 0.058 mm vs 0.780 mm for Pinus (2270 files); ratio 0.1x"
"northamerica/usa/oh007.rwl",NA,NA,"Worth a second look","file mixes precision flags across series","40 series end in 999 (0.01 mm) and 36 in -9999 (0.001 mm). This may be intentional: precision is a property of the series, not the file, and both readers scale it correctly. Flagged for a look, not as an error."
"northamerica/usa/ok043.rwl","blp01C",1870,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1870 but the ID continues; the next block starts immediately, so the marker looks stray"
"northamerica/usa/ok043.rwl","blp01H2",1880,"Worth a second look","stop marker mid-series, series continues immediately","stop marker ends a line at 1880 but the ID continues; the next block starts immediately, so the marker looks stray"
