"file","category","n_findings","checks","species","n_series","n_cells","yr_first","yr_last"
"northamerica/usa/co607.rwl","Normal practice, flagged for reference",4,"interior year gap; one ID carries two separate segments","Pinus ponderosa Douglas ex C. Lawson",24,8013,1354,2000
"northamerica/usa/co621.rwl","Normal practice, flagged for reference",4,"interior year gap; one ID carries two separate segments","Pinus edulis Engelm.",31,12957,1352,2000
"northamerica/usa/il008.rwl","Normal practice, flagged for reference",4,"interior year gap; one ID carries two separate segments","Quercus alba L.",97,22894,1633,1980
"northamerica/usa/ks013.rwl","Normal practice, flagged for reference",4,"interior year gap; one ID carries two separate segments","Juniperus virginiana L.",70,10428,1353,2008
"northamerica/usa/me039.rwl","Normal practice, flagged for reference",4,"interior year gap; one ID carries two separate segments","Chamaecyparis thyoides (L.) B.S.P.",81,9455,1859,2014
"northamerica/usa/mo014.rwl","Normal practice, flagged for reference",4,"interior year gap; one ID carries two separate segments","Quercus alba L.",55,10954,1641,1980
"northamerica/usa/nj006.rwl","Normal practice, flagged for reference",4,"interior year gap; one ID carries two separate segments","Quercus rubra L.",42,5956,1785,2001
"northamerica/usa/sd001.rwl","Normal practice, flagged for reference",4,"interior year gap; one ID carries two separate segments","Pinus ponderosa Douglas ex C. Lawson",19,4689,1520,1964
"southamerica/arge018.rwl","Normal practice, flagged for reference",4,"interior year gap; one ID carries two separate segments","Araucaria araucana (Molina) K. Koch",92,21166,1377,1976
"southamerica/arge020.rwl","Normal practice, flagged for reference",4,"interior year gap; one ID carries two separate segments","Araucaria araucana (Molina) K. Koch",57,12356,1617,1976
"southamerica/arge088.rwl","Normal practice, flagged for reference",4,"blank inside series ID; ID fills all 8 columns; interior year gap; one ID carries two separate segments","Fitzroya cupressoides (Molina) I.M. Johnst.",74,34791,864,1991
"asia/mong008.rwl","Normal practice, flagged for reference",3,"interior year gap; one ID carries two separate segments","Pinus sibirica Du Tour",14,3297,1641,1998
"asia/russ243.rwl","Normal practice, flagged for reference",3,"ID fills all 8 columns; interior year gap; one ID carries two separate segments","Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr",44,11147,1536,2004
"australia/aus125h.rwl","Normal practice, flagged for reference",3,"interior year gap; one ID carries two separate segments; trailing text in field 11","Athrotaxis selaginoides D. Don",25,11492,1150,2012
"australia/aus128c.rwl","Normal practice, flagged for reference",3,"interior year gap; one ID carries two separate segments; trailing text in field 11","Lagarostrobos franklinii (Hook. f.) Quinn",14,7334,1179,2012
"australia/aus128d.rwl","Normal practice, flagged for reference",3,"interior year gap; one ID carries two separate segments; trailing text in field 11","Lagarostrobos franklinii (Hook. f.) Quinn",14,7926,1179,2012
"australia/aus128h.rwl","Normal practice, flagged for reference",3,"interior year gap; one ID carries two separate segments; trailing text in field 11","Lagarostrobos franklinii (Hook. f.) Quinn",14,8017,1179,2012
"australia/ausl020.rwl","Normal practice, flagged for reference",3,"interior year gap; one ID carries two separate segments","Phyllocladus aspleniifolius (Labill.) Hook. f.",24,7322,1542,1975
"australia/newz059.rwl","Normal practice, flagged for reference",3,"ID fills all 8 columns; interior year gap; one ID carries two separate segments","Libocedrus bidwillii Hook. f.",58,13968,1525,1992
"australia/newz076l.rwl","Normal practice, flagged for reference",3,"ID fills all 8 columns; interior year gap; one ID carries two separate segments","Dacrydium biforme (Hook.) Pilg. = Halocarpus biformis (Hook.) Quinn = Halocarpus biformis Hook.",12,1558,1708,1995
"northamerica/canada/cana520.rwl","Normal practice, flagged for reference",3,"ID fills all 8 columns; interior year gap; one ID carries two separate segments","Picea glauca (Moench) Voss",129,33310,1501,2006
"northamerica/canada/cana579.rwl","Normal practice, flagged for reference",3,"interior year gap; one ID carries two separate segments; trailing text in field 11","Pseudotsuga menziesii (Mirb.) Franco",232,78006,1340,2004
"northamerica/usa/ak115.rwl","Normal practice, flagged for reference",3,"ID fills all 8 columns; interior year gap; one ID carries two separate segments","Picea glauca (Moench) Voss",52,10440,1389,2001
"northamerica/usa/ak115x.rwl","Normal practice, flagged for reference",3,"ID fills all 8 columns; interior year gap; one ID carries two separate segments","Picea glauca (Moench) Voss",52,10440,1389,2001
"northamerica/usa/mi034.rwl","Normal practice, flagged for reference",3,"ID fills all 8 columns; interior year gap; one ID carries two separate segments","Quercus rubra",24,2781,1818,2017
"northamerica/usa/mi035.rwl","Normal practice, flagged for reference",3,"ID fills all 8 columns; interior year gap; one ID carries two separate segments","Pinus strobus",27,2369,1890,2017
"northamerica/usa/mt155.rwl","Normal practice, flagged for reference",3,"ID fills all 8 columns; interior year gap; one ID carries two separate segments","Pseudotsuga menziesii (Mirb.) Franco",36,8340,1660,2001
"northamerica/usa/mt159.rwl","Normal practice, flagged for reference",3,"ID fills all 8 columns; interior year gap; one ID carries two separate segments","Pseudotsuga menziesii (Mirb.) Franco",21,7260,1337,2002
"northamerica/usa/mt175.rwl","Normal practice, flagged for reference",3,"ID fills all 8 columns; interior year gap; one ID carries two separate segments","Pinus flexilis E. James",71,21844,783,2000
"northamerica/usa/ut556.rwl","Normal practice, flagged for reference",3,"ID fills all 8 columns; interior year gap; one ID carries two separate segments","Populus tremuloides Michx.",26,3663,1767,2020
"northamerica/usa/wv028.rwl","Normal practice, flagged for reference",3,"ID fills all 8 columns; interior year gap; one ID carries two separate segments","Quercus alba L.",26,3215,1591,1784
"southamerica/arge092.rwl","Normal practice, flagged for reference",3,"ID fills all 8 columns; interior year gap; one ID carries two separate segments","Fitzroya cupressoides (Molina) I.M. Johnst.",57,26806,-342,1995
"africa/mar033.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Cedrus atlantica (Endl.) Manetti ex Carrière",45,10694,1560,2011
"asia/ind027.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Tectona grandis L. f.",18,2074,1864,2004
"asia/indi002.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Abies pindrow (Royle ex D. Don) Royle",14,2965,1604,1980
"asia/mong005.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pinus sylvestris L.",32,7073,1651,1996
"asia/mong014.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.",28,9723,1557,2002
"asia/mong019.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.",43,15598,1375,2004
"asia/mong022.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pinus sibirica Du Tour",37,6818,1692,1996
"asia/mong043b.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.",102,23912,1178,2005
"asia/nepa003.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Abies spectabilis (D. Don) Spach",30,9516,1420,1997
"asia/nepa010.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Juniperus recurva Buch.-Ham. ex D. Don",32,9966,1417,1998
"asia/russ019.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr",43,9333,1580,1997
"asia/russ262.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr",33,6819,1675,2014
"asia/russ263.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Larix gmelinii (Rupr.) Kuzen.=L.kurulensis(Maxim ex Regel)Pilg.=L.dahuricaTurcz.exTratv=Larix cajanderi Mayr",40,7930,1674,2014
"australia/ausl016.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Phyllocladus aspleniifolius (Labill.) Hook. f.",11,2402,1548,1974
"australia/ausl018.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Phyllocladus aspleniifolius (Labill.) Hook. f.",33,10445,1290,1975
"australia/ausl023.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Lagarostrobus franklinii (Hook. f.) Quinn",23,10602,1058,1992
"australia/ausl030.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Phyllocladus aspleniifolius (Labill.) Hook. f.",36,7627,1541,1998
"australia/ausl041.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Athrotaxis selaginoides D. Don",116,50246,948,2008
"australia/newz001.rwl","Normal practice, flagged for reference",2,"interior year gap","Phyllocladus trichomanoides D. Don",37,4298,1779,1975
"australia/newz002.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Libocedrus bidwillii Hook. f.",42,6778,1492,1975
"australia/newz006.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Libocedrus bidwillii Hook. f.",32,8792,1525,1976
"europe/brit063.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Quercus spp. L.",22,4120,1725,2006
"europe/che417.rwl","Normal practice, flagged for reference",2,"ID fills all 8 columns; trailing text in field 11","Larix decidua Mill.",24,4774,1542,2009
"europe/che417x.rwl","Normal practice, flagged for reference",2,"ID fills all 8 columns; trailing text in field 11","Larix decidua Mill.",24,4774,1542,2009
"europe/che418.rwl","Normal practice, flagged for reference",2,"ID fills all 8 columns; trailing text in field 11","Larix decidua Mill.",22,4419,1672,2010
"europe/che418x.rwl","Normal practice, flagged for reference",2,"ID fills all 8 columns; trailing text in field 11","Larix decidua Mill.",22,4419,1672,2010
"europe/che419.rwl","Normal practice, flagged for reference",2,"ID fills all 8 columns; trailing text in field 11","Larix decidua Mill.",26,3902,1641,2010
"europe/che419x.rwl","Normal practice, flagged for reference",2,"ID fills all 8 columns; trailing text in field 11","Larix decidua Mill.",26,3902,1641,2010
"europe/che420.rwl","Normal practice, flagged for reference",2,"ID fills all 8 columns; trailing text in field 11","Larix decidua Mill.",26,1728,1884,2011
"europe/che420x.rwl","Normal practice, flagged for reference",2,"ID fills all 8 columns; trailing text in field 11","Larix decidua Mill.",26,1728,1884,2011
"europe/che421.rwl","Normal practice, flagged for reference",2,"ID fills all 8 columns; trailing text in field 11","Larix decidua Mill.",23,4312,1582,2010
"europe/che421x.rwl","Normal practice, flagged for reference",2,"ID fills all 8 columns; trailing text in field 11","Larix decidua Mill.",23,4312,1582,2010
"europe/che422.rwl","Normal practice, flagged for reference",2,"ID fills all 8 columns; trailing text in field 11","Larix decidua Mill.",24,2387,1878,2011
"europe/che422x.rwl","Normal practice, flagged for reference",2,"ID fills all 8 columns; trailing text in field 11","Larix decidua Mill.",24,2387,1878,2011
"europe/che423.rwl","Normal practice, flagged for reference",2,"ID fills all 8 columns; trailing text in field 11","Larix decidua Mill.",24,2970,1860,2011
"europe/che423x.rwl","Normal practice, flagged for reference",2,"ID fills all 8 columns; trailing text in field 11","Larix decidua Mill.",24,2970,1860,2011
"europe/che565.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Fagus sylvatica L.",15,1729,1872,2009
"europe/che566.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Fagus sylvatica L.",9,982,1891,2009
"europe/fran6.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pinus sylvestris L.",51,5449,1836,1982
"europe/ita063.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Picea abies (L.) H. Karst.",18,1497,1915,2018
"europe/swed330.rwl","Normal practice, flagged for reference",2,"ID fills all 8 columns; trailing text in field 11","Pinus sylvestris L.",103,10797,1775,2006
"europe/swed330x.rwl","Normal practice, flagged for reference",2,"ID fills all 8 columns; trailing text in field 11","Pinus sylvestris L.",103,10797,1775,2006
"europe/swed331x.rwl","Normal practice, flagged for reference",2,"ID fills all 8 columns; trailing text in field 11","Pinus sylvestris L.",86,7343,1656,2006
"europe/swed332x.rwl","Normal practice, flagged for reference",2,"ID fills all 8 columns; trailing text in field 11","Pinus sylvestris L.",96,8594,1796,2006
"europe/swed333.rwl","Normal practice, flagged for reference",2,"ID fills all 8 columns; trailing text in field 11","Pinus sylvestris L.",78,4642,1800,2006
"europe/swed333x.rwl","Normal practice, flagged for reference",2,"ID fills all 8 columns; trailing text in field 11","Pinus sylvestris L.",78,4642,1800,2006
"europe/swit384.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Fagus sylvatica L.",15,1729,1872,2009
"europe/swit385.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Fagus sylvatica L.",10,1040,1891,2009
"europe/swit412.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Picea abies (L.) H. Karst.",62,4114,1881,2009
"europe/turk001.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pinus nigra J.F. Arnold",37,6762,1292,2001
"northamerica/canada/can674e.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",34,6566,1657,2017
"northamerica/canada/can674l.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",34,6566,1657,2017
"northamerica/canada/cana099.rwl","Normal practice, flagged for reference",2,"interior year gap","Picea engelmannii Parry ex Engelm.",63,17168,1499,1992
"northamerica/canada/cana132.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Pinus banksiana Lamb.",10,1356,1825,1992
"northamerica/canada/cana146n.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Abies balsamea (L.) Mill.",23,1300,1903,1994
"northamerica/canada/cana146x.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Abies balsamea (L.) Mill.",23,1312,1903,1994
"northamerica/canada/cana226x.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Picea engelmannii Parry ex Engelm.",32,6265,1710,1997
"northamerica/canada/cana312.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","White Sp",52,8220,1548,1997
"northamerica/canada/cana323.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","White Sp",367,74163,1459,2001
"northamerica/canada/cana355.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Subalpin",63,25845,1152,1994
"northamerica/canada/cana363.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Sitka Sp",29,5693,1717,2003
"northamerica/canada/cana374.rwl","Normal practice, flagged for reference",2,"interior year gap","Subalpin",72,9767,1726,2002
"northamerica/canada/cana405.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Larix lyallii Parl.",33,11678,1314,1993
"northamerica/canada/cana414.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Larix lyallii Parl.",46,16207,1528,1994
"northamerica/canada/cana423.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Larix lyallii Parl.",50,18155,1318,1994
"northamerica/canada/cana438.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Picea engelmannii Parry ex Engelm.",32,8884,1613,1987
"northamerica/canada/cana450.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Picea engelmannii Parry ex Engelm.",26,7945,1569,1989
"northamerica/canada/cana487.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Abies lasiocarpa (Hook.) Nutt.",21,3453,1644,2000
"northamerica/canada/cana498.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",29,3192,1776,1999
"northamerica/canada/cana594.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Picea glauca (Moench) Voss",32,6565,1729,2003
"northamerica/canada/cana594b.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Picea glauca (Moench) Voss",32,6541,1729,2002
"northamerica/canada/cana602b.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Picea glauca (Moench) Voss",34,5840,1676,2000
"northamerica/usa/ak024.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Tsuga mertensiana (Bong.) Carrière",20,5121,1514,1992
"northamerica/usa/ak025.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Tsuga mertensiana (Bong.) Carrière",15,4407,1450,1991
"northamerica/usa/ak040.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Picea glauca (Moench) Voss",21,2948,1785,1999
"northamerica/usa/ak076.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Picea glauca (Moench) Voss",8,2866,1415,1993
"northamerica/usa/ak095.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Tsuga mertensiana (Bong.) Carrière",391,76095,616,1876
"northamerica/usa/ak116.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Picea glauca (Moench) Voss",159,38565,1471,1999
"northamerica/usa/ak129.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Tsuga mertensiana (Bong.) Carrière",22,4925,1618,2009
"northamerica/usa/ak168.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Tsuga mertensiana (Bong.) Carrière",49,9066,312,725
"northamerica/usa/ak185.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Alnus spp. Mill.",39,1030,1979,2017
"northamerica/usa/ak187.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Alnus spp. Mill.",53,2790,1936,2017
"northamerica/usa/ca697.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Calocedrus decurrens (Torr.) Florin = Libocedrus decurrens Torr.",50,6671,1732,2014
"northamerica/usa/ca714.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Sequoiadendron giganteum (Lindl.) Buchholz",21,21687,-1237,1991
"northamerica/usa/co071.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pinus aristata Engelm.",28,11988,1,1968
"northamerica/usa/co580.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pseudotsuga menziesii (Mirb.) Franco",46,21834,1135,2002
"northamerica/usa/co597.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pseudotsuga menziesii (Mirb.) Franco",49,22596,1372,2002
"northamerica/usa/co604.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pseudotsuga menziesii (Mirb.) Franco",26,11232,1378,2000
"northamerica/usa/co605.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pinus edulis Engelm.",53,22324,1383,2002
"northamerica/usa/co611.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pinus ponderosa Douglas ex C. Lawson",34,8015,1553,2002
"northamerica/usa/co614.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pinus edulis Engelm.",33,9273,1508,2002
"northamerica/usa/co615.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pinus edulis Engelm.",34,12985,1126,2001
"northamerica/usa/co617.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pseudotsuga menziesii (Mirb.) Franco",55,28450,1169,2002
"northamerica/usa/co624.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pseudotsuga menziesii (Mirb.) Franco",39,13885,1275,2002
"northamerica/usa/co627.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Pinus ponderosa Douglas ex C. Lawson",41,10287,1541,1999
"northamerica/usa/co638.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pinus edulis Engelm.",40,7833,1566,2002
"northamerica/usa/co641.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pinus ponderosa Douglas ex C. Lawson",29,6360,1566,2003
"northamerica/usa/co646.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pseudotsuga menziesii (Mirb.) Franco",61,26425,602,2004
"northamerica/usa/co657.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pinus ponderosa Douglas ex C. Lawson",45,8877,1679,1997
"northamerica/usa/co661.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pinus edulis Engelm.",38,7324,1604,2002
"northamerica/usa/co664.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pinus edulis Engelm.",71,25520,1383,2013
"northamerica/usa/co670.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pinus edulis Engelm.",28,7071,1587,2002
"northamerica/usa/co671.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pseudotsuga menziesii (Mirb.) Franco",81,21120,635,2005
"northamerica/usa/co693.rwl","Normal practice, flagged for reference",2,"ID fills all 8 columns; trailing text in field 11","Pinus edulis Engelm.",84,28849,1291,2018
"northamerica/usa/fl010.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Pinus elliottii Engelm.",114,12167,1707,2009
"northamerica/usa/ga017.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pinus palustris Mill.",46,7934,1649,2002
"northamerica/usa/ia027.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Quercus alba L.",29,5181,1685,1981
"northamerica/usa/il012.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Quercus alba L.",21,3131,1670,1980
"northamerica/usa/il013.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Quercus alba L.",47,8346,1655,1981
"northamerica/usa/ma025.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Chamaecyparis thyoides (L.) B.S.P.",43,5134,1850,2015
"northamerica/usa/ma029.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Chamaecyparis thyoides (L.) B.S.P.",30,4351,1804,2015
"northamerica/usa/ma034.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Chamaecyparis thyoides (L.) B.S.P.",41,3112,1883,2015
"northamerica/usa/me041.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Chamaecyparis thyoides (L.) B.S.P.",41,4408,1846,2016
"northamerica/usa/mt148.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pinus flexilis E. James",52,14588,1467,2000
"northamerica/usa/ne004.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pinus ponderosa Douglas ex C. Lawson",46,6712,1589,1997
"northamerica/usa/ne010.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pinus ponderosa Douglas ex C. Lawson",67,8710,1589,2020
"northamerica/usa/nm576.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pinus edulis Engelm.",26,5923,1626,1998
"northamerica/usa/nm581.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pinus edulis Engelm.",45,12710,1520,2003
"northamerica/usa/ny016.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Quercus alba L.",34,6712,1704,2002
"northamerica/usa/ny041.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Quercus spp. L.",55,6874,1449,1805
"northamerica/usa/tn030.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Liriodendron tulipifera L.",25,6351,1500,2006
"northamerica/usa/ut523.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Pseudotsuga menziesii (Mirb.) Franco",24,2247,1702,1862
"northamerica/usa/wy028.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Pseudotsuga menziesii (Mirb.) Franco",34,10275,1459,2000
"northamerica/usa/wy032.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pinus ponderosa Douglas ex C. Lawson",33,8903,1511,2001
"northamerica/usa/wy038.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Pinus flexilis E. James",35,11983,870,1998
"northamerica/usa/wy064.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Pinus flexilis E. James",32,8939,1654,2006
"southamerica/arge.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Austrocedrus chilensis (D. Don) Pic. Serm. & Bizzarri",11,1034,101,1974
"southamerica/arge009.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Austrocedrus chilensis (D. Don) Pic. Serm. & Bizzarri",19,4405,1540,1974
"southamerica/arge011.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Araucaria araucana (Molina) K. Koch",13,3339,459,1974
"southamerica/arge013.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Araucaria araucana (Molina) K. Koch",42,11051,1306,1974
"southamerica/arge017.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Araucaria araucana (Molina) K. Koch",28,5371,1689,1976
"southamerica/arge064.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Juglans australis Griseb.",25,2455,1820,1982
"southamerica/bol003.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Centrolobium microchaete (Benth.) H.C. Lima",18,2502,1798,2010
"southamerica/bol013.rwl","Normal practice, flagged for reference",2,"blank inside series ID; ID fills all 8 columns","Centrolobium microchaete (Benth.) H.C. Lima",26,4410,1798,2010
"southamerica/chil006.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Araucaria araucana (Molina) K. Koch",30,8554,1375,1975
"southamerica/chil010.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Austrocedrus chilensis (D. Don) Pic. Serm. & Bizzarri",33,4469,1733,1975
"southamerica/chil021.rwl","Normal practice, flagged for reference",2,"interior year gap; one ID carries two separate segments","Nothofagus pumilio (Poepp. & Endl.) Reiche",55,10184,1716,1996
"africa/bwa001.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Adansonia digitata",16,650,1960,2010
"africa/eth004.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Juniperus procera Hochst. ex Endl.",10,918,1849,2003
"africa/eth005.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Juniperus procera Hochst. ex Endl.",22,1843,1869,2004
"africa/mar027.rwl","Normal practice, flagged for reference",1,"blank inside series ID","Cedrus atlantica (Endl.) Manetti ex Carrière",74,17496,1623,2004
"africa/mar048.rwl","Normal practice, flagged for reference",1,"interior year gap","Cedrus atlantica (Endl.) Manetti ex Carrière",83,22219,1318,2011
"africa/mar049.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Cedrus atlantica (Endl.) Manetti ex Carrière",182,78650,883,2011
"africa/mar050.rwl","Normal practice, flagged for reference",1,"ID fills all 8 columns","Cedrus atlantica (Endl.) Manetti ex Carrière",23,13457,950,2009
